student_id,branch,cgpa,percentage,backlogs,aptitude_score,technical_skills,placed
STU1241,Information Technology,7.71,73.6,0,73.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1242,Electrical Engineering,8.58,79.5,0,69.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1243,Artificial Intelligence & Data Science,6.63,62.0,0,69.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1244,Electrical Engineering,6.79,65.3,0,89.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1245,Artificial Intelligence & Data Science,7.33,66.2,0,62.3,"Python, Django, PostgreSQL, Git",0
STU1246,Electronics & Communication,5.81,50.8,0,74.2,"Python, SQL, React, Data Structures, Git, Docker",0
STU1247,Computer Science & Engineering,6.85,67.3,2,86.3,"Python, Django, PostgreSQL, Git",0
STU1248,Artificial Intelligence & Data Science,8.12,76.9,1,93.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1249,Information Technology,6.22,60.9,0,65.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1250,Electronics & Communication,6.02,60.1,0,66.8,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1251,Computer Science & Engineering,8.63,82.5,0,64.8,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1252,Electrical Engineering,8.03,77.2,0,77.0,"Java, SQL, HTML, CSS, Problem Solving",1
STU1253,Information Technology,8.86,86.7,0,74.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1254,Artificial Intelligence & Data Science,6.66,66.9,1,67.4,"Java, SQL, HTML, CSS, Problem Solving",1
STU1255,Electrical Engineering,5.83,52.2,2,75.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1256,Electrical Engineering,6.91,61.9,4,61.7,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1257,Information Technology,5.0,50.0,0,52.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1258,Computer Science & Engineering,6.34,60.1,0,67.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1259,Electrical Engineering,6.13,59.3,0,92.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1260,Artificial Intelligence & Data Science,7.63,68.4,0,64.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1261,Artificial Intelligence & Data Science,6.65,62.8,0,57.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1262,Electronics & Communication,9.38,90.4,0,60.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1263,Computer Science & Engineering,8.03,76.8,0,56.8,"Python, Django, PostgreSQL, Git",1
STU1264,Electrical Engineering,7.47,69.7,0,77.8,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1265,Artificial Intelligence & Data Science,7.83,73.2,0,83.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1266,Information Technology,8.85,84.5,0,97.1,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1267,Computer Science & Engineering,6.64,62.3,2,70.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1268,Electrical Engineering,6.68,62.5,0,63.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1269,Electronics & Communication,7.87,72.7,1,60.6,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1270,Electronics & Communication,7.37,74.3,0,92.2,"Python, Django, PostgreSQL, Git",1
STU1271,Electrical Engineering,7.88,72.6,0,75.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1272,Computer Science & Engineering,7.12,64.3,0,73.6,"Python, Django, PostgreSQL, Git",1
STU1273,Electronics & Communication,8.11,73.3,0,55.4,"Java, SQL, HTML, CSS, Problem Solving",1
STU1274,Computer Science & Engineering,7.65,74.8,0,91.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1275,Electrical Engineering,6.9,62.3,0,60.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1276,Electrical Engineering,9.02,88.5,2,59.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1277,Artificial Intelligence & Data Science,7.84,75.1,0,63.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1278,Electronics & Communication,8.0,75.3,0,78.8,"Python, Django, PostgreSQL, Git",1
STU1279,Artificial Intelligence & Data Science,5.0,50.0,0,72.5,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1280,Computer Science & Engineering,5.98,59.1,0,61.5,"Python, Django, PostgreSQL, Git",0
STU1281,Electronics & Communication,7.78,70.8,0,64.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1282,Information Technology,7.48,68.5,0,81.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1283,Electronics & Communication,6.86,66.5,0,48.5,"Python, Django, PostgreSQL, Git",1
STU1284,Electrical Engineering,7.02,66.0,0,63.5,"Java, SQL, HTML, CSS, Problem Solving",1
STU1285,Electronics & Communication,9.68,92.7,0,86.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1286,Artificial Intelligence & Data Science,7.12,67.2,0,67.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1287,Electrical Engineering,7.36,69.7,1,53.5,"Python, SQL, React, Data Structures, Git, Docker",0
STU1288,Information Technology,7.49,67.2,0,80.8,"Python, SQL, React, Data Structures, Git, Docker",1
STU1289,Artificial Intelligence & Data Science,7.78,69.7,0,99.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1290,Information Technology,8.62,79.8,0,76.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1291,Electronics & Communication,6.24,59.8,0,58.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1292,Computer Science & Engineering,7.19,68.7,0,80.2,"Python, Django, PostgreSQL, Git",1
STU1293,Information Technology,7.95,75.5,0,96.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1294,Electrical Engineering,7.62,74.5,0,83.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1295,Computer Science & Engineering,8.71,80.6,0,90.8,"Java, SQL, HTML, CSS, Problem Solving",1
STU1296,Artificial Intelligence & Data Science,7.73,71.9,0,67.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1297,Artificial Intelligence & Data Science,7.76,74.4,2,88.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1298,Electrical Engineering,7.13,69.7,2,84.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1299,Artificial Intelligence & Data Science,6.05,58.9,0,76.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1300,Electrical Engineering,7.23,68.9,3,65.6,"Python, Django, PostgreSQL, Git",0
STU1301,Electrical Engineering,7.42,67.9,0,45.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1302,Computer Science & Engineering,6.31,55.6,0,59.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1303,Electronics & Communication,5.94,56.8,0,58.2,"Java, SQL, HTML, CSS, Problem Solving",0
STU1304,Electronics & Communication,6.64,67.6,2,81.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1305,Electronics & Communication,7.04,66.0,1,67.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1306,Artificial Intelligence & Data Science,5.87,52.5,1,82.3,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1307,Electrical Engineering,9.95,95.9,1,76.1,"Python, Django, PostgreSQL, Git",1
STU1308,Electrical Engineering,8.23,78.7,0,69.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1309,Artificial Intelligence & Data Science,7.33,69.3,1,75.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1310,Information Technology,5.54,52.4,2,54.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1311,Artificial Intelligence & Data Science,6.19,55.0,0,73.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1312,Artificial Intelligence & Data Science,6.31,61.8,0,54.2,"Python, Django, PostgreSQL, Git",1
STU1313,Artificial Intelligence & Data Science,7.15,66.0,0,75.7,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1314,Electrical Engineering,6.74,64.7,3,45.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1315,Artificial Intelligence & Data Science,7.88,77.7,0,66.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1316,Computer Science & Engineering,7.54,70.8,0,69.7,"Python, Django, PostgreSQL, Git",1
STU1317,Information Technology,8.0,75.4,1,73.6,"Java, SQL, HTML, CSS, Problem Solving",1
STU1318,Electronics & Communication,5.86,59.2,0,50.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1319,Computer Science & Engineering,6.64,64.7,0,60.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1320,Artificial Intelligence & Data Science,6.66,63.8,1,56.3,"C, C++, Embedded Systems, RTOS, Linux",1
STU1321,Electrical Engineering,9.76,93.8,2,57.7,"Python, Django, PostgreSQL, Git",0
STU1322,Information Technology,7.2,68.1,0,68.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1323,Information Technology,7.24,65.7,0,71.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1324,Computer Science & Engineering,7.3,74.5,1,56.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1325,Artificial Intelligence & Data Science,9.2,89.4,1,83.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1326,Computer Science & Engineering,8.03,79.5,0,62.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1327,Electronics & Communication,7.18,66.0,0,58.0,"Python, SQL, React, Data Structures, Git, Docker",1
STU1328,Information Technology,7.44,69.1,0,71.3,"Java, SQL, HTML, CSS, Problem Solving",1
STU1329,Electrical Engineering,5.69,55.0,0,97.6,"Java, SQL, HTML, CSS, Problem Solving",0
STU1330,Information Technology,8.75,80.7,0,91.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1331,Artificial Intelligence & Data Science,7.86,74.9,0,58.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1332,Artificial Intelligence & Data Science,7.99,74.1,0,70.4,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1333,Information Technology,5.84,58.6,2,63.7,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1334,Artificial Intelligence & Data Science,8.6,82.9,0,52.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1335,Artificial Intelligence & Data Science,7.05,67.1,0,78.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1336,Information Technology,9.95,95.3,2,70.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1337,Electrical Engineering,7.06,68.1,0,76.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1338,Electronics & Communication,6.54,59.5,0,42.3,"Java, SQL, HTML, CSS, Problem Solving",1
STU1339,Information Technology,7.96,79.9,0,52.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1340,Information Technology,7.39,71.9,4,69.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1341,Electrical Engineering,7.29,70.4,0,76.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1342,Computer Science & Engineering,7.21,67.0,0,75.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1343,Electronics & Communication,6.41,61.0,5,70.4,"Java, SQL, HTML, CSS, Problem Solving",0
STU1344,Electrical Engineering,7.37,71.7,0,87.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1345,Information Technology,8.01,71.0,1,68.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1346,Information Technology,6.73,63.6,0,68.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1347,Electronics & Communication,7.98,72.2,0,58.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1348,Computer Science & Engineering,6.37,60.2,0,51.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1349,Electronics & Communication,8.06,74.6,2,73.8,"Python, SQL, React, Data Structures, Git, Docker",0
STU1350,Electrical Engineering,7.17,71.1,1,70.1,"Python, SQL, React, Data Structures, Git, Docker",0
STU1351,Computer Science & Engineering,7.03,65.7,0,62.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1352,Artificial Intelligence & Data Science,6.73,63.3,2,62.6,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1353,Electrical Engineering,7.59,69.0,0,80.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1354,Electrical Engineering,5.0,50.0,1,48.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1355,Information Technology,7.15,70.3,0,63.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1356,Electronics & Communication,6.77,59.1,0,60.4,"Python, Django, PostgreSQL, Git",1
STU1357,Computer Science & Engineering,7.83,72.4,1,67.6,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1358,Information Technology,8.72,82.5,0,67.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1359,Artificial Intelligence & Data Science,6.37,62.9,1,55.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1360,Computer Science & Engineering,5.89,52.7,5,88.6,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1361,Electronics & Communication,7.17,70.4,1,52.3,"Python, SQL, React, Data Structures, Git, Docker",1
STU1362,Electronics & Communication,8.15,76.4,0,98.2,"Python, Django, PostgreSQL, Git",1
STU1363,Electrical Engineering,6.73,64.5,0,79.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1364,Computer Science & Engineering,7.44,69.2,0,74.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1365,Computer Science & Engineering,6.65,62.7,0,69.3,"Python, Django, PostgreSQL, Git",1
STU1366,Electronics & Communication,7.0,66.9,0,49.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1367,Computer Science & Engineering,6.33,61.5,2,84.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1368,Electronics & Communication,8.7,84.1,0,81.9,"Python, Django, PostgreSQL, Git",1
STU1369,Information Technology,6.57,59.9,0,61.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1370,Electronics & Communication,8.86,85.3,0,74.4,"Python, SQL, React, Data Structures, Git, Docker",1
STU1371,Information Technology,9.78,95.8,3,93.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1372,Artificial Intelligence & Data Science,7.99,78.1,2,62.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1373,Artificial Intelligence & Data Science,6.48,60.4,0,50.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1374,Artificial Intelligence & Data Science,9.66,89.6,0,64.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1375,Electrical Engineering,7.1,64.8,0,80.8,"Python, Django, PostgreSQL, Git",1
STU1376,Computer Science & Engineering,7.22,69.2,0,64.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1377,Artificial Intelligence & Data Science,9.17,88.9,0,78.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1378,Electronics & Communication,7.6,69.6,0,73.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1379,Electrical Engineering,6.68,63.5,0,47.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1380,Computer Science & Engineering,7.74,76.9,2,71.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1381,Computer Science & Engineering,9.95,98.0,0,76.7,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1382,Computer Science & Engineering,8.82,85.1,2,66.1,"Python, Django, PostgreSQL, Git",0
STU1383,Computer Science & Engineering,6.05,59.1,0,55.0,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1384,Information Technology,7.17,66.4,0,59.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1385,Computer Science & Engineering,8.05,77.9,5,88.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1386,Information Technology,8.72,81.6,1,66.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1387,Electronics & Communication,7.42,67.6,0,52.5,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1388,Computer Science & Engineering,8.19,77.1,1,92.2,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1389,Information Technology,6.96,62.7,0,88.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1390,Computer Science & Engineering,5.72,56.9,0,60.3,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1391,Information Technology,9.95,94.8,0,58.4,"Python, SQL, React, Data Structures, Git, Docker",1
STU1392,Electrical Engineering,9.67,94.3,0,82.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1393,Electronics & Communication,8.05,76.5,0,86.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1394,Electrical Engineering,7.21,67.6,0,77.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1395,Artificial Intelligence & Data Science,8.45,74.7,0,79.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1396,Electrical Engineering,6.61,59.1,0,66.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1397,Electrical Engineering,7.27,69.4,0,76.1,"Python, Django, PostgreSQL, Git",1
STU1398,Computer Science & Engineering,8.74,84.2,0,64.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1399,Electronics & Communication,6.34,62.6,1,40.9,"C, C++, Embedded Systems, RTOS, Linux",0
STU1400,Computer Science & Engineering,6.86,62.9,0,70.0,"Python, SQL, React, Data Structures, Git, Docker",1
STU1401,Computer Science & Engineering,5.45,53.8,4,65.3,"Java, SQL, HTML, CSS, Problem Solving",0
STU1402,Computer Science & Engineering,7.96,74.6,0,51.6,"Python, Django, PostgreSQL, Git",1
STU1403,Electrical Engineering,5.0,50.0,2,62.7,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1404,Electronics & Communication,9.23,86.8,0,59.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1405,Electrical Engineering,7.92,76.0,0,60.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1406,Electrical Engineering,7.29,68.8,0,55.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1407,Electrical Engineering,6.49,60.0,0,55.1,"Python, Django, PostgreSQL, Git",1
STU1408,Computer Science & Engineering,9.04,85.3,0,67.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1409,Information Technology,6.58,62.7,1,52.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1410,Artificial Intelligence & Data Science,8.21,77.4,0,68.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1411,Artificial Intelligence & Data Science,7.97,75.5,0,59.5,"Python, Django, PostgreSQL, Git",1
STU1412,Electronics & Communication,8.27,76.1,0,72.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1413,Electronics & Communication,5.91,56.3,0,72.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1414,Computer Science & Engineering,6.59,61.0,2,70.8,"Python, Django, PostgreSQL, Git",0
STU1415,Computer Science & Engineering,8.66,81.7,0,70.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1416,Information Technology,6.49,61.8,0,53.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1417,Electrical Engineering,5.0,50.0,0,96.1,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1418,Artificial Intelligence & Data Science,8.08,80.9,0,68.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1419,Computer Science & Engineering,6.6,61.4,0,67.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1420,Electronics & Communication,6.69,62.0,5,61.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1421,Information Technology,6.35,57.4,0,69.3,"C, C++, Embedded Systems, RTOS, Linux",1
STU1422,Information Technology,7.08,64.1,0,80.4,"Python, Django, PostgreSQL, Git",1
STU1423,Electrical Engineering,7.31,67.5,1,67.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1424,Electrical Engineering,6.93,68.1,0,69.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1425,Electrical Engineering,5.82,56.0,0,87.2,"Java, SQL, HTML, CSS, Problem Solving",0
STU1426,Electrical Engineering,6.91,68.2,5,68.9,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1427,Computer Science & Engineering,8.34,81.2,0,77.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1428,Electronics & Communication,7.03,66.0,0,54.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1429,Information Technology,7.87,73.3,0,70.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1430,Computer Science & Engineering,7.43,73.4,0,66.9,"Java, SQL, HTML, CSS, Problem Solving",0
STU1431,Computer Science & Engineering,7.9,77.3,0,88.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1432,Artificial Intelligence & Data Science,7.19,70.3,1,84.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1433,Information Technology,9.95,92.9,0,76.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1434,Electrical Engineering,7.59,74.7,0,53.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1435,Information Technology,8.65,81.8,0,86.3,"Python, SQL, React, Data Structures, Git, Docker",1
STU1436,Computer Science & Engineering,8.83,83.8,0,54.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1437,Artificial Intelligence & Data Science,6.84,63.8,0,62.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1438,Electrical Engineering,9.18,86.6,0,85.0,"Python, Django, PostgreSQL, Git",1
STU1439,Information Technology,9.07,86.0,0,85.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1440,Electronics & Communication,6.41,61.5,1,51.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1441,Electrical Engineering,8.71,81.9,0,75.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1442,Computer Science & Engineering,8.36,76.7,0,69.8,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1443,Computer Science & Engineering,9.53,92.6,0,49.6,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1444,Information Technology,7.79,75.0,0,76.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1445,Electronics & Communication,8.62,82.4,1,77.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1446,Artificial Intelligence & Data Science,7.25,66.9,0,83.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1447,Information Technology,7.27,69.6,1,67.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1448,Electrical Engineering,6.81,64.5,0,72.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1449,Computer Science & Engineering,7.61,71.4,0,78.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1450,Artificial Intelligence & Data Science,8.21,79.2,0,54.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1451,Electronics & Communication,8.59,82.9,0,62.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1452,Artificial Intelligence & Data Science,7.8,77.8,0,64.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1453,Electronics & Communication,7.02,62.9,0,63.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1454,Electronics & Communication,6.24,57.1,0,81.3,"Python, SQL, React, Data Structures, Git, Docker",1
STU1455,Artificial Intelligence & Data Science,9.28,89.6,0,58.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1456,Computer Science & Engineering,7.48,73.4,1,55.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1457,Information Technology,7.66,73.3,0,77.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1458,Electrical Engineering,7.61,74.3,0,30.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1459,Electronics & Communication,8.15,80.4,0,63.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1460,Computer Science & Engineering,7.25,70.8,0,90.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1461,Electrical Engineering,8.85,82.0,0,79.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1462,Electronics & Communication,7.13,66.0,0,98.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1463,Information Technology,7.21,71.5,1,76.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1464,Information Technology,6.72,64.2,0,57.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1465,Computer Science & Engineering,5.95,56.1,0,39.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1466,Artificial Intelligence & Data Science,5.74,56.1,0,69.2,"Python, Django, PostgreSQL, Git",0
STU1467,Artificial Intelligence & Data Science,5.8,57.3,1,59.9,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1468,Electrical Engineering,5.34,51.0,0,65.8,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1469,Information Technology,8.14,75.6,0,71.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1470,Artificial Intelligence & Data Science,8.58,81.6,0,94.6,"Python, Django, PostgreSQL, Git",1
STU1471,Electrical Engineering,7.33,68.8,0,58.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1472,Computer Science & Engineering,5.42,50.0,0,71.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1473,Computer Science & Engineering,7.96,77.5,0,60.4,"Python, Django, PostgreSQL, Git",1
STU1474,Computer Science & Engineering,6.87,65.6,0,90.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1475,Electrical Engineering,8.39,78.0,0,37.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1476,Artificial Intelligence & Data Science,7.17,66.1,0,66.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1477,Artificial Intelligence & Data Science,7.48,72.1,0,65.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1478,Information Technology,6.2,61.7,2,66.6,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1479,Electrical Engineering,7.42,70.9,0,78.6,"Python, Django, PostgreSQL, Git",1
STU1480,Artificial Intelligence & Data Science,6.73,64.7,0,52.0,"Python, SQL, React, Data Structures, Git, Docker",1
STU1481,Computer Science & Engineering,7.52,68.0,0,59.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1482,Computer Science & Engineering,6.8,64.8,0,70.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1483,Artificial Intelligence & Data Science,6.27,61.3,0,86.0,"Python, Django, PostgreSQL, Git",1
